Inference for Stan model: hgrowth8_model
1 chains: each with iter=(1000); warmup=(0); thin=(1); 1000 iterations saved.

Warmup took (37) seconds, 37 seconds total
Sampling took (39) seconds, 39 seconds total

                     Mean     MCSE   StdDev        5%       50%       95%  N_Eff  N_Eff/s  R_hat
Omega[19,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[19,1,2]     2.1e-02  1.3e-02  4.2e-01  -6.8e-01   2.6e-02   7.2e-01   1000       26   1.00
Omega[19,2,1]     2.1e-02  1.3e-02  4.2e-01  -6.8e-01   2.6e-02   7.2e-01   1000       26   1.00
Omega[19,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[20,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[20,1,2]     4.7e-03  1.5e-02  4.7e-01  -7.7e-01   5.2e-04   7.7e-01   1000       26    1.0
Omega[20,2,1]     4.7e-03  1.5e-02  4.7e-01  -7.7e-01   5.2e-04   7.7e-01   1000       26    1.0
Omega[20,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[21,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[21,1,2]     5.6e-03  1.4e-02  4.3e-01  -6.7e-01  -1.5e-02   7.1e-01   1000       26   1.00
Omega[21,2,1]     5.6e-03  1.4e-02  4.3e-01  -6.7e-01  -1.5e-02   7.1e-01   1000       26   1.00
Omega[21,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[22,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[22,1,2]     1.6e-02  1.5e-02  4.7e-01  -7.6e-01   2.6e-02   7.7e-01   1000       26   1.00
Omega[22,2,1]     1.6e-02  1.5e-02  4.7e-01  -7.6e-01   2.6e-02   7.7e-01   1000       26   1.00
Omega[22,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[23,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[23,1,2]     8.4e-03  1.4e-02  4.3e-01  -7.0e-01   1.2e-02   7.3e-01   1000       26   1.00
Omega[23,2,1]     8.4e-03  1.4e-02  4.3e-01  -7.0e-01   1.2e-02   7.3e-01   1000       26   1.00
Omega[23,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[24,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[24,1,2]    -1.0e-02  1.4e-02  4.6e-01  -7.7e-01  -5.8e-03   7.1e-01   1000       26   1.00
Omega[24,2,1]    -1.0e-02  1.4e-02  4.6e-01  -7.7e-01  -5.8e-03   7.1e-01   1000       26   1.00
Omega[24,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[25,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[25,1,2]     4.5e-03  1.4e-02  4.4e-01  -7.3e-01  -2.8e-03   7.3e-01   1000       26   1.00
Omega[25,2,1]     4.5e-03  1.4e-02  4.4e-01  -7.3e-01  -2.8e-03   7.3e-01   1000       26   1.00
Omega[25,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[26,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[26,1,2]     9.1e-03  1.3e-02  4.2e-01  -7.0e-01   1.4e-02   7.3e-01   1000       26   1.00
Omega[26,2,1]     9.1e-03  1.3e-02  4.2e-01  -7.0e-01   1.4e-02   7.3e-01   1000       26   1.00
Omega[26,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[27,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[27,1,2]    -6.6e-04  1.4e-02  4.4e-01  -7.4e-01   1.1e-02   7.4e-01   1000       26   1.00
Omega[27,2,1]    -6.6e-04  1.4e-02  4.4e-01  -7.4e-01   1.1e-02   7.4e-01   1000       26   1.00
Omega[27,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[28,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[28,1,2]     1.2e-02  1.6e-02  5.0e-01  -7.9e-01   1.2e-02   8.0e-01   1000       26   1.00
Omega[28,2,1]     1.2e-02  1.6e-02  5.0e-01  -7.9e-01   1.2e-02   8.0e-01   1000       26   1.00
Omega[28,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[29,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[29,1,2]     1.4e-02  1.5e-02  4.6e-01  -7.4e-01   7.9e-03   7.4e-01   1000       26   1.00
Omega[29,2,1]     1.4e-02  1.5e-02  4.6e-01  -7.4e-01   7.9e-03   7.4e-01   1000       26   1.00
Omega[29,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[30,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[30,1,2]     3.0e-03  1.5e-02  4.6e-01  -7.5e-01  -3.3e-03   7.4e-01   1000       26   1.00
Omega[30,2,1]     3.0e-03  1.5e-02  4.6e-01  -7.5e-01  -3.3e-03   7.4e-01   1000       26   1.00
Omega[30,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[31,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[31,1,2]     1.4e-02  1.4e-02  4.5e-01  -7.1e-01   1.1e-02   7.5e-01   1000       26   1.00
Omega[31,2,1]     1.4e-02  1.4e-02  4.5e-01  -7.1e-01   1.1e-02   7.5e-01   1000       26   1.00
Omega[31,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[32,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[32,1,2]    -2.1e-02  1.5e-02  4.6e-01  -7.8e-01  -4.2e-02   7.2e-01   1000       26   1.00
Omega[32,2,1]    -2.1e-02  1.5e-02  4.6e-01  -7.8e-01  -4.2e-02   7.2e-01   1000       26   1.00
Omega[32,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[33,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[33,1,2]    -1.0e-02  1.5e-02  4.7e-01  -7.6e-01  -1.7e-02   7.6e-01   1000       26   1.00
Omega[33,2,1]    -1.0e-02  1.5e-02  4.7e-01  -7.6e-01  -1.7e-02   7.6e-01   1000       26   1.00
Omega[33,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[34,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[34,1,2]    -1.0e-02  1.4e-02  4.6e-01  -7.7e-01  -6.0e-03   7.5e-01   1000       26   1.00
Omega[34,2,1]    -1.0e-02  1.4e-02  4.6e-01  -7.7e-01  -6.0e-03   7.5e-01   1000       26   1.00
Omega[34,2,2]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[35,1,1]     1.0e+00  2.1e-17  6.7e-16   1.0e+00   1.0e+00   1.0e+00   1000       26   1.00
Omega[35,1,2]     6.8e-03  1.4e-02  4.6e-01  -7.6e-01   5.4e-03   7.5e-01   1000       26   1.00
